"Partnumber","Description","Qty in Stock" as text,"Qty in Stock","UM","S.O. Qty Open" as text,"S.O. Qty Open","P.O. Qty Open" as text,"P.O. Qty Open","NSN","Alt","MFG","MFG Name","Recommended Vendor","Buy/Make" as text,"Buy/Make","Cond","Consigned" as text,"Consigned","Rev","QA/Inspc" as text,"QA/Inspc","Transport" as text,"Transport","Quarantine" as text,"Quarantine","Category","Type","Lead Time","Range" as text,"Range","Asset Type" as text,"Asset Type","ATA Chapter","Trim Numeric","Punctuation","Schedule B","ECCN","BOM","Image(s)"
"61ST2T6511-.25",="6061-T6511 Square Tube 2"" x 1/4"" WA x 288""","23,521.000","23521","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="612651125",="61ST2T651125","","","",""
"61ST2T6511-.25-108",="6061-T6511 Square Tube 2"" x 1/4"" WA x 108""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="612651125108",="61ST2T651125108","","","",""
"61ST2T6511-.25-122",="6061-T6511 Square Tube 2"" x 1/4"" WA x 122""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="612651125122",="61ST2T651125122","","","",""
"61ST2T6511-.25-139",="6061-T6511 Square Tube 2"" x 1/4"" WA x 139""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="612651125139",="61ST2T651125139","","","",""
"61ST3T6511-.125",="6061-T6511 Square Tube 3"" x 1/8"" WA x 288""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="6136511125",="61ST3T6511125","","","",""
"61ST3T6511-.25",="6061-T6511 Square Tube 3"" x 1/4"" WA x 288""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="613651125",="61ST3T651125","","","",""
"61ST3T6511-.375",="6061-T6511 Square Tube 3"" x 3/8"" WA x 288""","788.241","788.241","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="6136511375",="61ST3T6511375","","","",""
"61ST4T6511-.125",="6061-T6511 Square Tube 4"" x 1/8"" WA x 288""","0.660","0.66","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="6146511125",="61ST4T6511125","","","",""
"61ST4T6511-.25",="6061-T6511 Square Tube 4"" x 1/4"" WA x 288""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","ST","",,"","Raw Material","R","",="614651125",="61ST4T651125","","","",""
"625RT1.5-.049","625 Welded Tube 1.5"" OD x .049"" WT","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","N","RT","",,"","Raw Material","R","",="62515049",="625RT15049","","","",""
"62HX.12T8",="6262A T8 CF HEX Bar 1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="62128",="62HX12T8","","","",""
"62HX.25T8",="6262A-T8 CF HEX Bar 1/4"" x 144""","243.000","243","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="62258",="62HX25T8","","","",""
"62HX.25T9",="6262A-T9 CF HEX Bar 1/4"" x 144""","3,222.050","3222.05","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="62259",="62HX25T9","","","",""
"62HX.3125T8",="6262A-T8 CF HEX Bar 5/16"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="6231258",="62HX3125T8","","","",""
"62HX.3125T9",="6262A-T9 CF HEX Bar 5/16"" x 144""","2,145.100","2145.1","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="6231259",="62HX3125T9","","","",""
"62HX.375T8",="6262A-T8 CF HEX Bar 3/8"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="623758",="62HX375T8","","","",""
"62HX.375T9",="6262A-T9 CF HEX Bar 3/8"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="623759",="62HX375T9","","","",""
"62HX.5T9",="6262A-T9 CF HEX Bar 1/2"" x 144""","3,274.960","3274.96","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","HX","",,"","Raw Material","R","",="6259",="62HX5T9","","","",""
"62RD.25T8",="6262A-T8 CF Round Bar 1/4"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="62258",="62RD25T8","","","",""
"62RD.25T9",="6262A-T9 CF Round Bar 1/4"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="62259",="62RD25T9","","","",""
"62RD.3125T8",="6262A-T8 CF Round Bar 5/16"" x 144""","203.000","203","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6231258",="62RD3125T8","","","",""
"62RD.3125T9",="6262A-T9 CF Round Bar 5/16"" x 144""","2,932.150","2932.15","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6231259",="62RD3125T9","","","",""
"62RD.375T8",="6262A-T8 CF Round Bar 3/8"" x 144""","214.000","214","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="623758",="62RD375T8","","","",""
"62RD.375T9",="6262A-T9 CF Round Bar 3/8"" x 144""","4,312.240","4312.24","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="623759",="62RD375T9","","","",""
"62RD.4375T8",="6262A-T8 CF Round Bar 7/16"" x 144""","201.000","201","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6243758",="62RD4375T8","","","",""
"62RD.4375T9",="6262A-T9 CF Round Bar 7/16"" x 144""","4,159.120","4159.12","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6243759",="62RD4375T9","","","",""
"62RD.469T9",="6262A-T9 CF Round Bar 15/32"" x 144""","0.190","0.19","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="624699",="62RD469T9","","","",""
"62RD.5T9",="6262A-T9 CF Round Bar 1/2"" x 144""","0.740","0.74","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6259",="62RD5T9","","","",""
"62RD.625T9",="6262A-T9 CF Round Bar 5/8"" x 144""","2,171.544","2171.544","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="626259",="62RD625T9","","","",""
"62RD.75T9",="6262A-T9 CF Round Bar 3/4"" x 144""","6,583.000","6583","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="62759",="62RD75T9","","","",""
"62RD.875T9",="6262A-T9 CF Round Bar 7/8"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="628759",="62RD875T9","","","",""
"62RD1.0937T9",="6262A-T9 CF Round Bar 1-3/32"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="62109379",="62RD10937T9","","","",""
"62RD1.5T9",="6262A-T9 Round Bar 1-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="62159",="62RD15T9","","","",""
="62RD2T9",="6262A-T9 CF Round Bar 2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","RD","",,"","Raw Material","R","",="6229",="62RD2T9","","","",""
"63AN.75T52-.75-.125-192",="6063-T52 ANG/SHARP CNR  3/4"" x 3/4"" x 1/8""WAx192""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="63755275125192",="63AN75T5275125192","","","",""
"63AN1.25T52-1.25-.188",="6063-T52 ANG/SHARP CNR 1-1/4""x1-1/4""x3/16""WAx192""","1,885.370","1885.37","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="6312552125188",="63AN125T52125188","","","",""
"63AN1.5T52-1.5-.125",="6063-T52 ANG/SHARP CNR 1-1/2""x1-1/2""x1/8""WAx192""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="63155215125",="63AN15T5215125","","","",""
"63AN1.5T52-1.5-.188",="6063-T52 ANG/SHARP CNR 1-1/2""x1-1/2""x3/16""WAx192""","505.000","505","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="63155215188",="63AN15T5215188","","","",""
"63AN1.75T52-1.75-.188",="6063-T52 ANG/SHARP CNR 1-3/4""x1-3/4""x3/16""WAx192""","1,002.631","1002.631","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="6317552175188",="63AN175T52175188","","","",""
"63AN1T52-1-.125",="6063-T52 ANG/SHARP CNR 1"" x 1"" x 1/8"" WA x 192""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="631521125",="63AN1T521125","","","",""
"63AN1T52-2-.125-192","6063-T52 ANG/SHARP CNR 1"" x 2"" x .125"" WA x 192""","179.531","179.531","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="631522125192",="63AN1T522125192","","","",""
"63AN1T52-2-.187-192","6063-T52 ANG/SHARP CNR 1"" x 2"" x .187"" WA x 192""","756.742","756.742","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="631522187192",="63AN1T522187192","","","",""
"63AN2T52-2-.125","6063-T52 ANG/SHARP CNR 2"" x 2"" x .125"" WA x 192""","2,230.676","2230.676","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="632522125",="63AN2T522125","","","",""
"63AN2T52-2-.125-288","6063-T52 ANG/SHARP CNR 2"" x 2"" x .125""WA x 288","8,598.607","8598.607","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="632522125288",="63AN2T522125288","","","",""
"63AN2T52-2-.188",="6063-T52 ANG/SHARP CNR 2"" x 2"" x 3/16 WA x 192""","980.800","980.8","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="632522188",="63AN2T522188","","","",""
"63AN2T52-2-.25",="6063-T52 ANG/SHARP CNR 2"" x 2"" x 1/4"" WA x 192""","946.760","946.76","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="63252225",="63AN2T52225","","","",""
"63AN3T52-3-.125-192","6063-T52 ANG/SHARP CNR 3"" x 3"" x .125"" x 192""","206.309","206.309","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","AN","",,"","Raw Material","R","",="633523125192",="63AN3T523125192","","","",""
="63CE-PH28003-144",="6063 T6 CUST EXT WS-16-60-144","240.880","240.88","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="6328003144",="63CEPH28003144","","","",""
="63CE-T5-22058-77","6063-T5 Cust Ext. HEATSINK x 77""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="6352205877",="63CET52205877","","","","Y"
="63CE-T6-2028-154","6063-T6 Cust. Ext. Motor Housing x 154""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="6362028154",="63CET62028154","","","","Y"
="63CE-T6-21411-144","6063-T6 Cust Ext. WWY-10-40 (Base Plate) x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63621411144",="63CET621411144","","","","Y"
="63CE-T6-21941-144","6063-T6 Cust. Ext. (WSQ-10) -144","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63621941144",="63CET621941144","","","","Y"
="63CE-T6-22100-144",="6063 T6 CUST EXT 22100-144"" (WS-10-40)","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63622100144",="63CET622100144","","","","Y"
="63CE-T6-22101-144",="6063-T6 CE- DURLIN W/RAIL (WS-10) -144","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63622101144",="63CET622101144","","","","Y"
="63CE-T6-22102-144","6063-T6 Custom Ext. WSQ-16 x 144""","0.000","0","LB","0.000","0","10,000.000","10000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63622102144",="63CET622102144","","","","Y"
="63CE-T6-2213-192","6063-T6 Cust. Ext. ADM-Gen III-Tab x 192""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="6362213192",="63CET62213192","","","","Y"
="63CE-T6-22135-184","6063-T6 CUST EXT DMR220725EX18.031 HEAT BUS","0.100","0.1","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63622135184",="63CET622135184","","","","Y"
"63CE-T6-23207-82.677","6063-T6 CUST EXT NS-01-17 - 82.677""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="6362320782677",="63CET62320782677","","","",""
="63CE-WF-R122337","6063 T6 CE@ 78.661""-TM-K05241351","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63122337",="63CEWFR122337","","","",""
="63CE-WF-R122337-118","6063 T6 CE R122337@118.031""-TM-K05241351","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CE","",,"","Raw Material","R","",="63122337118",="63CEWFR122337118","","","",""
"63CH1.25T52-.75-.125-192","6063-T52 Sharp Corner CH 1.25""x .75""x .125""x 192""","1,199.952","1199.952","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CH","",,"","Raw Material","R","",="631255275125192",="63CH125T5275125192","","","",""
"63CH1.75T52-.75-.125-192","6063-T52 Sharp Corner CH 1.75"" x.75"" x.125"" x192""","3,548.919","3548.919","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","CH","",,"","Raw Material","R","",="631755275125192",="63CH175T5275125192","","","",""
"63FL.1875T52-.75",="6063-T52 Flat Bar 3/16""x 3/4""x 192""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6318755275",="63FL1875T5275","","","",""
"63FL.25T5-.5",="6063-T5 Flat Bar 1/4"" x 1/2"" x 144""","0.000","0","LB","66.358","66.358","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="632555",="63FL25T55","","","",""
"63FL.25T52-3.25",="6063-T52 Flat Bar 1/4"" x 3-1/4"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="632552325",="63FL25T52325","","","",""
"63FL.25T52-3.5",="6063-T52 Flat Bar 1/4"" x 3-1/2"" x 144""","0.000","0","LB","2,053.390","2053.39","2,500.000","2500","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63255235",="63FL25T5235","","","",""
"63FL.5T52-3.25",="6063-T52 Flat Bar 1/2"" x 3-1/4"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63552325",="63FL5T52325","","","",""
"63FL.5T52-3.5",="6063-T52 Flat Bar 1/2"" x 3-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6355235",="63FL5T5235","","","",""
"63FL.5T6-4.5",="6063-T6 Flat Bar 1/2"" x 4-1/2"" x 144""","741.000","741","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="635645",="63FL5T645","","","",""
"63FL.75T6-4.5",="6063-T6 Flat Bar 3/4"" x 4-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="6375645",="63FL75T645","","","",""
"63FL1.25T6-12",="6063-T6 Flat Bar 1-1/4"" x 12"" x 144""","1,059.000","1059","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63125612",="63FL125T612","","","",""
="63FL1T52-4",="6063-T52 Flat Bar 1"" x 4"" x 144""","1,681.383","1681.383","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="631524",="63FL1T524","","","",""
"63FL1T52-4.25",="6063-T52 Flat Bar 1"" x 4-1/4"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63152425",="63FL1T52425","","","",""
="63FL1T6-10",="6063-T6 Flat Bar 1"" x 10"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="631610",="63FL1T610","","","",""
="63FL1T6-4",="6063-T6 Flat Bar 1"" x 4""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63164",="63FL1T64","","","",""
"63FL1T6-4.5",="6063-T6 Flat Bar 1"" x 4-1/2"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="631645",="63FL1T645","","","",""
="63FL1T6-8",="6063-T6 Flat Bar 1"" x 8"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="63168",="63FL1T68","","","",""
="63FL2T6-10",="6063-T6 Flat Bar 2"" x 10"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","FL","",,"","Raw Material","R","",="632610",="63FL2T610","","","",""
"63OV.4375T5-.281",="6063-T5 Oval Bar 7/16"" x 9/32"" x 144""","2,308.600","2308.6","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","OV","",,"","Raw Material","R","",="6343755281",="63OV4375T5281","","","","Y"
"63OV.5T5-.25",="6063-T5 Oval Bar 1/2"" x 1/4""x 144""","6,682.000","6682","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","OV","",,"","Raw Material","R","",="635525",="63OV5T525","","","",""
"63OV.625T5.281",="6063-T5 Oval Bar 5/8"" x 9/32"" x 144""","2,081.537","2081.537","LB","0.000","0","3,759.000","3759","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","OV","",,"","Raw Material","R","",="636255281",="63OV625T5281","","","",""
"63OV.625T5-.375",="6063-T5 Oval Bar 5/8"" x 3/8"" x 144""","2,104.797","2104.797","LB","1,454.203","1454.203","2,398.000","2398","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","OV","",,"","Raw Material","R","",="636255375",="63OV625T5375","","","",""
"63OV.625T52-.281",="6063-T52 Oval Bar 5/8"" x 9/32"" x 144""","1.281","1.281","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","OV","",,"","Raw Material","R","",="6362552281",="63OV625T52281","","","",""
"63PP.5T6-SCH80","6063-T6 1/2"" Sched. 80 Pipe x 240""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="635680",="63PP5T6SCH80","","","",""
"63PP.5T6-SCH-80-144",="6063-T6 Pipe 1/2"" SCH-80 x 144""","8,408.234","8408.234","LB","6,928.675","6928.675","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="635680144",="63PP5T6SCH80144","","","",""
"63PP1.5T52-SCH-40-240","6063-T52 Alum Pipe 1.5"" SCH 40 x 240","10,239.000","10239","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="63155240240",="63PP15T52SCH40240","","","",""
"63PP1.5T52-SCH-40-288","6063-T52 Alum Pipe 1.5"" SCH 40 x 288""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="63155240288",="63PP15T52SCH40288","","","",""
"63PP1.5T6-SCH40-240",="6063-T6 ALUM PIPE 1-1/2"" SCH 40 x 240""","1,898.200","1898.2","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="6315640240",="63PP15T6SCH40240","","","",""
"63PP2.5T6-SCH40",="6063-T6 2-1/2"" SCH 40 Pipe x 240""","450.000","450","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="6325640",="63PP25T6SCH40","","","",""
="63PP2T6-SCH40-240",="6063-T6 Pipe 2"" SCH-40 x 240""","801.527","801.527","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="632640240",="63PP2T6SCH40240","","","",""
"63PP3.5T6-SCH40-240",="6063-T6 PIPE 3-1/2"" SCH 40 x 240""","1,619.000","1619","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="6335640240",="63PP35T6SCH40240","","","",""
="63PP3T6-SCH40",="6063-T6 NPS STRUCTURAL 3"" SCH 40 x 240""","2,253.000","2253","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="633640",="63PP3T6SCH40","","","",""
="63PP3T6-SCH80-240",="6063-T6 3"" SCHED 80 x 240""","636.000","636","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="633680240",="63PP3T6SCH80240","","","",""
="63PP4T6-SCH40",="6063-T6 NPS STRUC PIPE 4"" SCH 40 x 240""","1,797.143","1797.143","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="634640",="63PP4T6SCH40","","","",""
="63PP4T6-SCH80",="6063-T6 NPS STRUC PIPE 4"" SCH 80 x 240""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="634680",="63PP4T6SCH80","","","",""
="63PP5T6-SCH-40",="6063-T6 ALUM PIPE 5"" SCH 40 x 240""","6,367.000","6367","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","A","PP","",,"","Raw Material","R","",="635640",="63PP5T6SCH40","","","",""
