"Partnumber","Description","Qty in Stock" as text,"Qty in Stock","UM","S.O. Qty Open" as text,"S.O. Qty Open","P.O. Qty Open" as text,"P.O. Qty Open","NSN","Alt","MFG","MFG Name","Recommended Vendor","Buy/Make" as text,"Buy/Make","Cond","Consigned" as text,"Consigned","Rev","QA/Inspc" as text,"QA/Inspc","Transport" as text,"Transport","Quarantine" as text,"Quarantine","Category","Type","Lead Time","Range" as text,"Range","Asset Type" as text,"Asset Type","ATA Chapter","Trim Numeric","Punctuation","Schedule B","ECCN","BOM","Image(s)"
"303FL.25-1.5",="303-SS Flat Bar 1/4"" x 1-1/2""","403.000","403","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="3032515",="303FL2515","","","",""
"303FL.25-2",="303-SS Flat Bar 1/4"" x 2""","410.000","410","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303252",="303FL252","","","",""
"303FL.375-1.25",="303-SS Flat Bar 3/8"" x 1-1/4""","0.000","0","LB","3,253.800","3253.8","3,044.000","3044","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303375125",="303FL375125","","","",""
"303FL.375-2.5",="303-SS Flat Bar 3/8"" x 2-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30337525",="303FL37525","","","",""
"303FL.5-.75",="303-SS Flat Bar 1/2"" x 3/4""","1,743.102","1743.102","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303575",="303FL575","","","",""
"303FL.5-1",="303-SS Flat Bar 1/2"" x 1""","119.168","119.168","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30351",="303FL51","","","",""
"303FL.5-1.25",="303-SS Flat Bar 1/2"" x 1-1/4""","418.000","418","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="3035125",="303FL5125","","","",""
"303FL.5-1.5",="303-SS Flat Bar 1/2"" x 1-1/2""","405.000","405","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303515",="303FL515","","","",""
"303FL.5-2",="303-SS Flat Bar 1/2"" x 2""","408.000","408","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30352",="303FL52","","","",""
"303FL.5-3.5",="303-SS Flat Bar 1/2"" x 3-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303535",="303FL535","","","",""
"303FL.625-1",="303-SS Flat Bar 5/8"" x 1""","612.357","612.357","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="3036251",="303FL6251","","","",""
"303FL.625-1.25",="303-SS Flat Bar 5/8"" x 1-1/4""","402.000","402","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303625125",="303FL625125","","","",""
"303FL.625-1.5",="303-SS Flat Bar 5/8"" x 1-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30362515",="303FL62515","","","",""
"303FL.75-1.25",="303-SS Flat Bar 3/4"" x 1-1/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30375125",="303FL75125","","","",""
"303FL.75-1.75",="303-SS Flat Bar 3/4"" x 1-3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30375175",="303FL75175","","","",""
"303FL.75-2",="303-SS Flat Bar 3/4"" x 2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="303752",="303FL752","","","",""
"303FL1.25-1.5",="303-SS Flat Bar 1-1/4"" x 1-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="30312515",="303FL12515","","","",""
"303FL1-1.75",="303-SS Flat Bar 1"" x 1-3/4""","659.071","659.071","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","FL","",,"","Raw Material","R","",="3031175",="303FL1175","","","",""
"303HX.1875",="303-SS HEX Bar 3/16""","799.056","799.056","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3031875",="303HX1875","","","",""
"303HX.25",="303-SS HEX Bar 1/4""","5,394.800","5394.8","LB","2,000.000","2000","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="30325",="303HX25","","","",""
"303HX.3125",="303-SS HEX Bar 5/16""","0.000","0","LB","2,000.000","2000","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3033125",="303HX3125","","","",""
"303HX.3750",="303-SS HEX Bar 3/8""","4,764.323","4764.323","LB","4,000.000","4000","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3033750",="303HX3750","","","",""
"303HX.4375",="303-SS HEX Bar 7/16""","2,512.352","2512.352","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3034375",="303HX4375","","","",""
"303HX.5",="303-SS HEX Bar 1/2""","2,688.255","2688.255","LB","2,000.000","2000","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3035",="303HX5","","","",""
"303HX.5625",="303-SS HEX Bar 9/16""","616.679","616.679","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3035625",="303HX5625","","","",""
"303HX.625",="303-SS HEX Bar 5/8""","2,181.982","2181.982","LB","1,000.000","1000","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","","","",,"","Raw Material","R","",="303625",="303HX625","","","",""
"303HX.6875",="303-SS HEX Bar 11/16""","1,714.200","1714.2","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","","","",,"","Raw Material","R","",="3036875",="303HX6875","","","",""
"303HX.75",="303-SS HEX Bar 3/4""","1,394.856","1394.856","LB","1,000.000","1000","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="30375",="303HX75","","","",""
"303HX.875",="303-SS HEX Bar 7/8""","0.000","0","LB","0.000","0","1.000","1","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="303875",="303HX875","","","",""
="303HX1",="303-SS HEX Bar 1""","1,725.720","1725.72","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3031",="303HX1","","","",""
"303HX1.0625",="303-SS HEX Bar 1-1/16""","1,230.420","1230.42","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="30310625",="303HX10625","","","",""
"303HX1.125",="303-SS HEX Bar 1-1/8""","0.000","0","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3031125",="303HX1125","","","",""
"303HX1.25",="303-SS HEX Bar 1-1/4""","1,001.944","1001.944","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="303125",="303HX125","","","",""
"303HX1.5",="303-SS HEX Bar 1-1/2""","2,168.684","2168.684","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","","","",,"","Raw Material","R","",="30315",="303HX15","","","",""
"303HX1.625",="303-SS HEX Bar 1-5/8""","744.000","744","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","HX","",,"","Raw Material","R","",="3031625",="303HX1625","","","",""
"303OV.4375-.281",="303-SS OVAL 7/16"" x 9/32"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","OV","",,"","Raw Material","R","",="3034375281",="303OV4375281","","","",""
"303PG.25","303-SS PRECISION GROUND 1/4"" (P.00/M.0002)","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30325",="303PG25","","","",""
"303PG.3125","303-SS PRECISION GROUND 5/16"" (P.00/M.0002)","2,395.200","2395.2","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033125",="303PG3125","","","",""
"303PG.375","303-SS PRECISION GROUND 3/8"" (P.00/M.0002)","1,560.085","1560.085","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303375",="303PG375","","","",""
"303PG.3935","303-SS PRECISION GROUND .3935 (P/M .0002"")","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033935",="303PG3935","","","",""
"303PG.5","303-SS PRECISION GROUND 1/2"" (P.00/M.0002)","25.000","25","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3035",="303PG5","","","",""
"303PG.75","303-SS PRECISION GROUND 3/4"" (P.00/M.0002)","467.160","467.16","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30375",="303PG75","","","",""
"303PG.875","303-SS PRECISION GROUND 7/8"" (P.00/M.0002)","53.767","53.767","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303875",="303PG875","","","",""
="303PG1","303-SS PRECISION GROUND 1"" (P.00/M.0002)","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031",="303PG1","","","",""
"303RD.1875",="303-SS Round Bar 3/16""","129.194","129.194","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031875",="303RD1875","","","",""
"303RD.192",="303-SS OVERSIZE Round Bar 3/16""","2,158.759","2158.759","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303192",="303RD192","","","",""
"303RD.25",="303-SS Round Bar 1/4""","13,036.370","13036.37","LB","4,000.000","4000","5,000.000","5000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30325",="303RD25","","","",""
"303RD.258",="303-SS OVERSIZE Round 1/4""","2,206.180","2206.18","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303258",="303RD258","","","",""
"303RD.3125",="303 SS Round Bar 5/16""","14,793.555","14793.555","LB","4,500.000","4500","5,000.000","5000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033125",="303RD3125","","","",""
"303RD.3205",="303-SS OVERSIZE Round 5/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033205",="303RD3205","","","",""
"303RD.375",="303-SS Round Bar 3/8""","8,087.935","8087.935","LB","0.000","0","8,000.000","8000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303375",="303RD375","","","",""
"303RD.383",="303-SS OVERSIZE Round 3/8""","723.000","723","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303383",="303RD383","","","",""
"303RD.4","303-SS Round Bar .400""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3034",="303RD4","","","",""
"303RD.4375",="303-SS Round Bar 7/16""","2,987.237","2987.237","LB","0.000","0","4,000.000","4000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3034375",="303RD4375","","","",""
"303RD.5",="303-SS Round Bar 1/2""","3,929.858","3929.858","LB","0.000","0","10,000.000","10000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3035",="303RD5","","","",""
"303RD.508",="303-SS OVERSIZE Round 1/2""","1,784.600","1784.6","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303508",="303RD508","","","",""
"303RD.5312",="303-SS Round Bar 17/32""","1,719.088","1719.088","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3035312",="303RD5312","","","",""
"303RD.5625",="303-SS Round Bar 9/16""","3,539.541","3539.541","LB","2,226.000","2226","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3035625",="303RD5625","","","",""
"303RD.625",="303-SS Round Bar 5/8""","10,651.452","10651.452","LB","0.000","0","12,000.000","12000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303625",="303RD625","","","",""
"303RD.631",="303-SS OVERSIZE Round 5/8""","3,560.320","3560.32","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303631",="303RD631","","","",""
"303RD.6875",="303-SS Round Bar 11/16""","1,256.000","1256","LB","0.000","0","7,000.000","7000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3036875",="303RD6875","","","",""
"303RD.75",="303-SS Round Bar 3/4""","5,712.608","5712.608","LB","1,000.000","1000","5,000.000","5000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30375",="303RD75","","","",""
"303RD.758",="303 SS OVERSIZE Round 3/4""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303758",="303RD758","","","",""
"303RD.8125",="303-SS Round Bar 13/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3038125",="303RD8125","","","",""
"303RD.875",="303-SS Round Bar 7/8""","1,340.220","1340.22","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303875",="303RD875","","","",""
"303RD.886",="303-SS OVERSIZE Round 7/8""","1,049.000","1049","LB","0.000","0","1,000.000","1000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303886",="303RD886","","","",""
"303RD.9375",="303-SS Round Bar 15/16""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3039375",="303RD9375","","","",""
="303RD1",="303-SS Round Bar 1""","11,846.160","11846.16","LB","0.000","0","10,000.000","10000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031",="303RD1","","","",""
"303RD1.",="303 SS OVERSIZED Round Bar 1""","1,001.000","1001","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031",="303RD1","","","",""
"303RD1.125",="303-SS Round Bar 1-1/8""","2,661.505","2661.505","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031125",="303RD1125","","","",""
"303RD1.1875",="303-SS Round Bar 1-3/16""","1,493.000","1493","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30311875",="303RD11875","","","",""
"303RD1.25",="303-SS Round Bar 1-1/4""","13,260.299","13260.299","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303125",="303RD125","","","",""
"303RD1.375",="303-SS Round Bar 1-3/8""","5,310.648","5310.648","LB","0.000","0","5,000.000","5000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031375",="303RD1375","","","",""
"303RD1.4375",="303-SS Round Bar 1-7/16""","526.000","526","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30314375",="303RD14375","","","",""
"303RD1.5",="303-SS Round Bar 1-1/2""","4,909.924","4909.924","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30315",="303RD15","","","",""
"303RD1.625",="303-SS Round Bar 1-5/8""","6,076.504","6076.504","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031625",="303RD1625","","","",""
"303RD1.75",="303-SS Round Bar 1-3/4""","12,069.431","12069.431","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303175",="303RD175","","","",""
"303RD1.875",="303-SS Round Bar 1-7/8""","2,633.340","2633.34","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3031875",="303RD1875","","","",""
"303RD10.5",="303-SS Round Bar 10-1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303105",="303RD105","","","",""
="303RD13MM",="303-SS Round Bar 13mm","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30313",="303RD13MM","","","",""
="303RD2",="303-SS Round Bar 2""","4,407.757","4407.757","LB","0.000","0","5,000.000","5000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3032",="303RD2","","","",""
"303RD2.125",="303-SS Round Bar 2-1/8""","1,379.000","1379","LB","0.000","0","1,000.000","1000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3032125",="303RD2125","","","",""
"303RD2.25",="303-SS Round Bar 2-1/4""","599.100","599.1","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303225",="303RD225","","","",""
"303RD2.375",="303-SS Round Bar 2-3/8""","663.951","663.951","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3032375",="303RD2375","","","",""
"303RD2.5",="303-SS Round Bar 2-1/2""","30.344","30.344","LB","0.000","0","1,000.000","1000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30325",="303RD25","","","",""
"303RD2.75",="303-SS Round Bar 2-3/4""","2,920.299","2920.299","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303275",="303RD275","","","",""
"303RD2.875",="303-SS Round Bar 2-7/8""","2,039.884","2039.884","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3032875",="303RD2875","","","",""
="303RD3",="303-SS Round Bar 3""","4,868.450","4868.45","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033",="303RD3","","","",""
"303RD3.25",="303-SS Round Bar 3-1/4""","2,859.231","2859.231","LB","0.000","0","6,600.000","6600","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303325",="303RD325","","","",""
"303RD3.375",="303-SS Round Bar 3-3/8""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3033375",="303RD3375","","","",""
"303RD3.5",="303-SS Round Bar 3-1/2""","5,807.825","5807.825","LB","1,472.223","1472.223","3,000.000","3000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30335",="303RD35","","","",""
"303RD3.75",="303-SS Round Bar 3-3/4""","1,648.487","1648.487","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303375",="303RD375","","","",""
="303RD4",="303-SS Round Bar 4""","5,961.836","5961.836","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3034",="303RD4","","","",""
"303RD4.25",="303-SS Round Bar 4-1/4""","4,372.268","4372.268","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303425",="303RD425","","","",""
"303RD4.5",="303-SS Round Bar 4-1/2""","2,153.777","2153.777","LB","0.000","0","2,000.000","2000","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30345",="303RD45","","","",""
"303RD4.75",="303-SS Round Bar 4-3/4""","2,087.506","2087.506","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303475",="303RD475","","","",""
="303RD5",="303-SS Round Bar 5""","4,676.813","4676.813","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3035",="303RD5","","","",""
"303RD5.25",="303-SS Round Bar 5-1/4""","4,283.000","4283","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="303525",="303RD525","","","",""
"303RD5.5",="303-SS Round Bar 5-1/2""","3,374.245","3374.245","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30355",="303RD55","","","",""
="303RD6",="303-SS Round Bar 6""","2,792.000","2792","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3036",="303RD6","","","",""
"303RD6.5",="303-SS Round Bar 6-1/2""","652.000","652","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30365",="303RD65","","","",""
="303RD6MM",="303-SS Round Bar 6mm","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3036",="303RD6MM","","","",""
="303RD7",="303-SS Round Bar 7""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3037",="303RD7","","","",""
"303RD7.5",="303-SS Round Bar 7-1/2""","2,766.447","2766.447","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="30375",="303RD75","","","",""
="303RD8",="303-SS Round Bar 8""","848.789","848.789","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3038",="303RD8","","","",""
="303RD9",="303-SS Round Bar 9""","211.745","211.745","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","RD","",,"","Raw Material","R","",="3039",="303RD9","","","",""
"303SQ.375",="303-SS Square Bar 3/8""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="303375",="303SQ375","","","",""
"303SQ.5",="303-SS Square Bar 1/2""","0.000","0","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="3035",="303SQ5","","","",""
="303SQ1",="303-SS Square Bar 1""","821.400","821.4","LB","0.000","0","0.000","0","","","","","","Buy","B","NE","0.000","0","","0.000","0","0.000","0","0.000","0","S","SQ","",,"","Raw Material","R","",="3031",="303SQ1","","","",""
