"Partnumber","Description","Qty in Stock" as text,"Qty in Stock","UM","S.O. Qty Open" as text,"S.O. Qty Open","P.O. Qty Open" as text,"P.O. Qty Open","NSN","Alt","MFG","Rev","MFG Name","Recommended Vendor","Buy/Make" as text,"Buy/Make","Cond","Consigned" as text,"Consigned","QA/Inspc" as text,"QA/Inspc","Transport" as text,"Transport","Quarantine" as text,"Quarantine","Category","Type","Lead Time","Range" as text,"Range","Asset Type" as text,"Asset Type","ATA Chapter","Trim Numeric","Punctuation","Schedule B","ECCN","BOM","Image(s)"
"61PL.75T651-60.5-144.5","6061-T651 Plate .75"" x 60.5"" x 144.5""","7,836.000","7836","LB","0.000","0","30,000.000","30000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61756516051445",="61PL75T6516051445","","","",""
"61PL.75T651-D","6061-T651 Plate .75"" DOM/NATO/DFARS","4,914.710","4914.71","LB","26.600","26.6","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6175651",="61PL75T651D","","","",""
"61PL.75T651-D-48.5-144.5","6061-T651 Plate .75""x 48.5""x 144.5""DOM/NATO/DFARS","9,583.000","9583","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61756514851445",="61PL75T651D4851445","","","",""
"61PL.75T651-D-60.5-144.5","6061-T651 Plate .75""x 60.5""x 144.5""DOM/NATO/DFARS","0.000","0","LB","0.000","0","10,000.000","10000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61756516051445",="61PL75T651D6051445","","","",""
"61PL.875T651","6061-T651 Plate .875""","5,185.354","5185.354","LB","4,461.779","4461.779","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61875651",="61PL875T651","","","",""
"61PL.875T651-48.5-144.5","6061-T651 Plate .875"" x 48.5"" x 144.5""","5,538.470","5538.47","LB","0.000","0","25,000.000","25000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="618756514851445",="61PL875T6514851445","","","",""
"61PL.875T651-60.5-144.5","6061-T651 Plate .875"" x 60.5"" x 144.5""","0.000","0","LB","0.000","0","10,000.000","10000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="618756516051445",="61PL875T6516051445","","","",""
"61PL.875T651-D","6061-T651 Plate .875"" DOM/NATO/DFARS","0.000","0","LB","12.720","12.72","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61875651",="61PL875T651D","","","",""
"61PL.875T651-D-48.5-144.5","6061-T651 Plate .875""x48.5""x144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="618756514851445",="61PL875T651D4851445","","","",""
"61PL.875T651-D-60.5-144.5","6061-T651 Plate .875""x60.5""x144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","4,000.000","4000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="618756516051445",="61PL875T651D6051445","","","",""
"61PL1.125T651","6061-T651 Plate 1.125""","2,898.839","2898.839","LB","1,255.004","1255.004","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611125651",="61PL1125T651","","","",""
"61PL1.125T651-36.5-96.5","6061-T651 Plate 1.125"" x 36.5"" x 96.5""","3,538.000","3538","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611125651365965",="61PL1125T651365965","","","",""
"61PL1.125T651-48.5-144.5","6061-T651 Plate 1.125"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6111256514851445",="61PL1125T6514851445","","","",""
"61PL1.125T651-60.5-144.5","6061-T651 Plate 1.125"" x 60.5"" x 144.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6111256516051445",="61PL1125T6516051445","","","",""
"61PL1.125T651-D","6061-T651 Plate 1.125"" DOM/NATO/DFARS","3,679.647","3679.647","LB","132.179","132.179","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611125651",="61PL1125T651D","","","",""
"61PL1.125T651-D-48.5-144.5","6061-T651 Plate 1.125""x 48.5""x144.5""DOM/NATO/DFAR","7,170.000","7170","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6111256514851445",="61PL1125T651D4851445","","","",""
"61PL1.125T651-D-60.5-144.5","6061-T651 Plate 1.125""x 60.5""x144.5""DOM/NATO/DFAR","5,880.000","5880","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6111256516051445",="61PL1125T651D6051445","","","",""
"61PL1.25T651","6061-T651 Plate 1.25""","4,121.783","4121.783","LB","291.656","291.656","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61125651",="61PL125T651","","","",""
"61PL1.25T651-48.5-144.5","6061-T651 Plate 1.25"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","40,000.000","40000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256514851445",="61PL125T6514851445","","","",""
"61PL1.25T651-48.5-96.5","6061-T651 Plate 1.25"" x 48.5"" x 96.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61125651485965",="61PL125T651485965","","","",""
"61PL1.25T651-60.5-144.5","6061-T651 Plate 1.25"" x 60.5"" x 144.5""","0.000","0","LB","0.000","0","20,000.000","20000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256516051445",="61PL125T6516051445","","","",""
"61PL1.25T651-D","6061-T651 Plate 1.25"" DOM/NATO/DFARS","11,793.726","11793.726","LB","4,817.981","4817.981","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61125651",="61PL125T651D","","","",""
"61PL1.25T651-D-48.5-144.5","6061-T651 Plate 1.25""x 48.5""x 144.5""DOM/NATO/DFARS","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256514851445",="61PL125T651D4851445","","","",""
"61PL1.25T651-D-60.5-144.5","6061-T651 Plate 1.25""x 60.5""x 144.5""DOM/NATO/DFARS","14,222.201","14222.201","LB","0.000","0","9,000.000","9000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256516051445",="61PL125T651D6051445","","","",""
"61PL1.25T651-D-72.5-144.5","6061-T651 Plate 1.25""x 72.5""x 144.5""DOM/NATO/DFARS","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256517251445",="61PL125T651D7251445","","","",""
"61PL1.25T651-D-78.5-144.5","6061-T651 Plate 1.25""x 78.5""x 144.5""DOM/NATO/DFARS","1,433.000","1433","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611256517851445",="61PL125T651D7851445","","","",""
"61PL1.375T651","6061-T651 Plate 1.375""","3,587.529","3587.529","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611375651",="61PL1375T651","","","",""
"61PL1.375T651-48.5-144.5","6061-T651 Plate 1.375"" x 48.5"" x 144.5""","4,782.000","4782","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6113756514851445",="61PL1375T6514851445","","","",""
"61PL1.5T651","6061-T651 Plate 1.5""","7,082.510","7082.51","LB","146.940","146.94","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6115651",="61PL15T651","","","",""
"61PL1.5T651-48.5-144.5","6061 T651 Plate 1.5"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","30,000.000","30000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61156514851445",="61PL15T6514851445","","","",""
"61PL1.5T651-48.5-96.5","6061-T651 Plate 1.5"" x 48.5"" x 96.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6115651485965",="61PL15T651485965","","","",""
"61PL1.5T651-60.5-144.5","6061-T651 Plate 1.5"" x 60.5"" x 144.5""","3,948.413","3948.413","LB","0.000","0","20,000.000","20000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61156516051445",="61PL15T6516051445","","","",""
"61PL1.5T651-D","6061-T651 Plate 1.5"" DOM/NATO/DFARS","2,236.086","2236.086","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6115651",="61PL15T651D","","","",""
"61PL1.5T651-D-48.5-144.5","6061-T651 Plate 1.5""x 48.5""x 144.5"" DOM/NATO/DFARS","14,753.000","14753","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61156514851445",="61PL15T651D4851445","","","",""
"61PL1.5T651-D-60.5-144.5","6061-T651 Plate 1.5""x 60.5""x 144.5"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","4,000.000","4000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61156516051445",="61PL15T651D6051445","","","",""
"61PL1.5T651-D-72.5-144.5","6061-T651 Plate 1.5""x 72.5""x 144.5"" DOM/NATO/DFARS","18,840.000","18840","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61156517251445",="61PL15T651D7251445","","","",""
"61PL1.625T651","6061-T651 Plate 1.625""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611625651",="61PL1625T651","","","",""
"61PL1.625T651-48.5-144.5","6061-T651 Plate 1.625"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","15,000.000","15000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116256514851445",="61PL1625T6514851445","","","",""
"61PL1.75T651","6061-T651 Plate 1.75""","2,744.770","2744.77","LB","3,732.646","3732.646","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61175651",="61PL175T651","","","",""
"61PL1.75T651-48.5-144.5","6061-T651 Plate 1.75"" x 48.5"" x 144.5""","14,642.600","14642.6","LB","0.000","0","12,645.400","12645.4","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756514851445",="61PL175T6514851445","","","",""
"61PL1.75T651-60.5-144.5","6061-T651 Plate 1.75"" x 60.5"" x 144.5","9,088.000","9088","LB","0.000","0","18,000.000","18000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756516051445",="61PL175T6516051445","","","",""
"61PL1.75T651-72.5-144.5","6061-T651 Plate 1.75"" x 72.5"" x 144.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756517251445",="61PL175T6517251445","","","",""
"61PL1.75T651-82-84.5","6061-T651 Plate 1.75"" x 82"" x 84.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6117565182845",="61PL175T65182845","","","",""
"61PL1.75T651-D","6061-T651 Plate 1.75"" DOM/NATO/DFARS","0.000","0","LB","505.957","505.957","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61175651",="61PL175T651D","","","",""
"61PL1.75T651-D-48.5-144.5","6061-T651 Plate 1.75""x 48.5""x 144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756514851445",="61PL175T651D4851445","","","",""
"61PL1.75T651-D-60.5-144.5","6061-T651 Plate 1.75""x 60.5""x 144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","16,800.000","16800","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756516051445",="61PL175T651D6051445","","","",""
"61PL1.75T651-D-72.5-144.5","6061-T651 Plate 1.75"" x 72.5"" x 144.5"" DOM/NATO/DF","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611756517251445",="61PL175T651D7251445","","","",""
"61PL10T6-44.5-72.5","6061-T6 Plate 10"" x 44.5"" x 72.5""","0.000","0","LB","0.000","0","12,000.000","12000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61106445725",="61PL10T6445725","","","",""
"61PL10T6-50.5-78.5","6061-T6 Plate 10"" x 50.5"" x 78.5""","0.000","0","LB","0.000","0","15,000.000","15000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61106505785",="61PL10T6505785","","","",""
"61PL10T651-50.5-78.5","6061-T651 Plate 10"" x 50.5"" x 78.5""","0.000","0","LB","0.000","0","30,000.000","30000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6110651505785",="61PL10T651505785","","","",""
="61PL10T651-D-44-72",="6061-T651 Plate 10"" x 44"" x 72""DOM/NATO/DFARS","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61106514472",="61PL10T651D4472","","","",""
="61PL10T6-D",="6061-T6 Plate 10"" DOM/NATO/DFARS","8,105.638","8105.638","LB","902.520","902.52","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61106",="61PL10T6D","","","",""
="61PL10T6-D-44-72",="6061-T6 Plate 10"" x 44"" x 72"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611064472",="61PL10T6D4472","","","",""
="61PL11T6",="6061-T6 Plate 11""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61116",="61PL11T6","","","",""
"61PL11T6-40.5-80.5","6061-T6 Plate 11"" x 40.5"" x 80.5""","0.000","0","LB","0.000","0","20,000.000","20000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61116405805",="61PL11T6405805","","","",""
="61PL11T6-D",="6061-T6 Plate 11"" DOM/NATO/DFARS","2,324.410","2324.41","LB","955.598","955.598","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61116",="61PL11T6D","","","",""
="61PL11T6-D-42-72",="6061-T6 Plate 11"" x 42"" x 72"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611164272",="61PL11T6D4272","","","",""
="61PL12T6",="6061-T6 Plate 12""","3,524.000","3524","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61126",="61PL12T6","","","",""
"61PL12T6-40.5-72.5","6061-T6 Plate 12"" x 40.5"" x 72.5""","0.000","0","LB","0.000","0","20,000.000","20000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61126405725",="61PL12T6405725","","","",""
="61PL12T6-D",="6061-T6 Plate 12"" DOM/NATO/DFARS","3,547.545","3547.545","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61126",="61PL12T6D","","","",""
="61PL12T6-D-40-72",="6061-T6 Plate 12"" x 40"" x 72"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611264072",="61PL12T6D4072","","","",""
="61PL12T6-TP-61-110",="6061-T6 Plate 12"" x 61"" x 110"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6112661110",="61PL12T6TP61110","","","",""
="61PL1T651",="6061-T651 Plate 1""","6,929.326","6929.326","LB","6,321.114","6321.114","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611651",="61PL1T651","","","",""
"61PL1T651-48.5-144.5","6061-T651 Plate 1"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","30,000.000","30000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116514851445",="61PL1T6514851445","","","",""
"61PL1T651-48.5-96.5","6061-T651 Plate 1"" x 48.5"" x 96.5""","12,483.000","12483","LB","0.000","0","10,000.000","10000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611651485965",="61PL1T651485965","","","",""
"61PL1T651-60.5-144.5","6061-T651 Plate 1"" x 60.5"" x 144.5""","6,195.000","6195","LB","0.000","0","20,000.000","20000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116516051445",="61PL1T6516051445","","","",""
"61PL1T651-72.5-144.5","6061-T651 Plate 1"" x 72.5"" x 144.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116517251445",="61PL1T6517251445","","","",""
="61PL1T651-D",="6061-T651 Plate 1"" DOM/NATO/DFARS","1,733.579","1733.579","LB","134.171","134.171","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611651",="61PL1T651D","","","",""
"61PL1T651-D-48.5-144.5","6061-T651 Plate 1""x 48.5""x 144.5"" DOM/NATO/DFARS","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116514851445",="61PL1T651D4851445","","","",""
"61PL1T651-D-48.5-96.5","6061 T651 Plate 1""x 48.5""x 96.5"" DOM/NATO/DFARS","4,563.950","4563.95","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="611651485965",="61PL1T651D485965","","","",""
"61PL1T651-D-60.5-144.5","6061-T651 Plate 1""x 60.5""x 144.5"" DOM/NATO/DFARS","895.000","895","LB","0.000","0","16,800.000","16800","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116516051445",="61PL1T651D6051445","","","",""
"61PL1T651-D-72.5-144.5","6061-T651 Plate 1"" x 72.5"" x 144.5DOM/NATO/DFARS","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6116517251445",="61PL1T651D7251445","","","",""
"61PL2.25T651","6061-T651 Plate 2.25""","2,508.562","2508.562","LB","416.347","416.347","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61225651",="61PL225T651","","","",""
"61PL2.25T651-48.5-144.5","6061-T651 Plate 2.25"" x 48.5"" x 144.5""","1,537.000","1537","LB","0.000","0","44,000.000","44000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612256514851445",="61PL225T6514851445","","","",""
"61PL2.25T651-60.5-144.5","6061-T651 Plate 2.25"" x 60.5"" x 144.5""","0.000","0","LB","0.000","0","10,000.000","10000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612256516051445",="61PL225T6516051445","","","",""
"61PL2.25T651-D","6061-T651 Plate 2.25"" DOM/NATO/DFARS","4,263.038","4263.038","LB","8,970.497","8970.497","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61225651",="61PL225T651D","","","",""
"61PL2.25T651-D-48.5-144.5","6061-T651 Plate 2.25""x 48.5""x 144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612256514851445",="61PL225T651D4851445","","","",""
"61PL2.25T651-D-60.5-144.5","6061 T651 Plate 2.25""x 60.5""x 144.5""DOM/NATO/DFAR","3,910.000","3910","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612256516051445",="61PL225T651D6051445","","","",""
"61PL2.25T651-D-72.5-144.5","6061-T651 Plate 2.25""x 72.5""x 144.5""DOM/NATO/DFAR","14,137.831","14137.831","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612256517251445",="61PL225T651D7251445","","","",""
"61PL2.5T651","6061-T651 Plate 2.5""","5,026.998","5026.998","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6125651",="61PL25T651","","","",""
"61PL2.5T651-48.5-144.5","6061-T651 Plate 2.5"" x 48.5"" x 144.5""","20,859.950","20859.95","LB","0.000","0","29,508.300","29508.3","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61256514851445",="61PL25T6514851445","","","",""
"61PL2.5T651-60.5-144.5","6061-T651 Plate 2.5"" x 60.5"" x 144.5""","8,614.000","8614","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61256516051445",="61PL25T6516051445","","","",""
"61PL2.5T651-D","6061-T651 Plate 2.50"" DOM/NATO/DFARS","4,439.453","4439.453","LB","72.816","72.816","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6125651",="61PL25T651D","","","",""
"61PL2.5T651-D-48.5-144.5","6061-T651 Plate 2.50""x 48.5""x 144.5""DOM/NATO/DFAR","24,260.000","24260","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61256514851445",="61PL25T651D4851445","","","",""
"61PL2.5T651-D-60.5-144.5","6061-T651 Plate 2.50""x 60.5""x 144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","8,800.000","8800","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61256516051445",="61PL25T651D6051445","","","",""
"61PL2.5T651-D-72.5-144.5","6061-T651 Plate 2.5"" x 72.5"" x 144.5""DOM/NATO/DFAR","0.000","0","LB","0.000","0","8,000.000","8000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61256517251445",="61PL25T651D7251445","","","",""
"61PL2.75T651","6061-T651 Plate 2.75""","1,714.967","1714.967","LB","686.263","686.263","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61275651",="61PL275T651","","","",""
"61PL2.75T651-48.5-144.5","6061-T651 Plate 2.75"" x 48.5"" x 144.5""","0.000","0","LB","0.000","0","4,000.000","4000","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612756514851445",="61PL275T6514851445","","","",""
"61PL2.75T651-72.5-144.5","6061-T651 Plate 2.75"" x 72.5"" x 144.5""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="612756517251445",="61PL275T6517251445","","","",""
"61PL2.75T651-72-144","6061-T651 Plate 2.75"" x 72"" x 144""","0.000","0","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="6127565172144",="61PL275T65172144","","","",""
"61PL2.75T651-D","6061-T651 Plate 2.75"" DOM/NATO/DFARS","11,152.650","11152.65","LB","0.000","0","0.000","0","","","","","","","Buy","B","NE","0.000","0","0.000","0","0.000","0","0.000","0","A","PL","",,"","Raw Material","R","",="61275651",="61PL275T651D","","","",""
